timestamp,device_id,temperature_c,humidity_percent
2026-01-01 17:44:08,bf7ecfc010164c849dwpqp,3,87
2026-01-01 17:44:08,bf58e5674b50680432umav,5.1,83
2026-01-01 17:44:08,bfefd09a22241b31b10cpo,9,84
