timestamp,device_id,temperature_c,humidity_percent
2026-01-07 22:25:42,bf7ecfc010164c849dwpqp,3,87
2026-01-07 22:25:42,bf58e5674b50680432umav,20,99
2026-01-07 22:25:42,bfefd09a22241b31b10cpo,9,84
