timestamp,device_id,temperature_c,humidity_percent
2025-12-31 21:41:37,bf7ecfc010164c849dwpqp,3,87
2025-12-31 21:41:37,bf58e5674b50680432umav,38,82
2025-12-31 21:41:37,bfefd09a22241b31b10cpo,9,84
